_op,StudentProviderEnrolmentLocalId,Student.LocalId,Student.NationalStudentNumber,Provider.RefId,StudentId,EntryDate,Status,ECEEducationHistoryList.ECEType.Type,EarlyChildhoodEnrolment.ECEYearLevel,EarlyChildhoodEnrolment.Curriculum,SchoolEnrolmentList.SchoolEnrolment.SchoolCalendarYear,SchoolEnrolmentList.SchoolEnrolment.StartDate,SchoolEnrolmentList.SchoolEnrolment.MembershipType,SchoolEnrolmentList.SchoolEnrolment.YearLevel,SchoolEnrolmentList.SchoolEnrolment.FTE,SchoolEnrolmentList.SchoolEnrolment.FundingType,SchoolEnrolmentList.SchoolEnrolment.FundingYearLevel,SchoolEnrolmentList.SchoolEnrolment.Curriculum,RecordAudit.CreatedDateTime,RecordAudit.LastUpdatedDateTime
upsert,2020_8006_ST6000197,ST6000197,9006000197,8006,ST6000197,2019-11-08,ACT,EUN,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:10:00+1200,2020-05-27T13:10:00+1200
upsert,2020_8006_ST6000207,ST6000207,9006000207,8006,ST6000207,2020-01-20,ACT,EUN,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:10:15+1200,2020-05-27T13:10:15+1200
upsert,2020_8006_ST6100215,ST6100215,9006100215,8006,ST6100215,2020-04-04,ACT,EUN,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:10:30+1200,2020-05-27T13:10:30+1200
upsert,2020_8006_ST6000222,ST6000222,9006000222,8006,ST6000222,2020-06-30,ACT,EPC,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:10:45+1200,2020-05-27T13:10:45+1200
upsert,2020_8006_ST6000235,ST6000235,9006000235,8006,ST6000235,2020-08-10,ACT,ENA,,,2020,2020-01-27,BASE,1,1,SA,1,NZC,2020-05-27T13:11:00+1200,2020-05-27T13:11:00+1200
upsert,2020_8006_ST6000248,ST6000248,9006000248,8006,ST6000248,2020-10-09,ACT,ENA,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:11:14+1200,2020-05-27T13:11:14+1200
upsert,2020_8006_ST6000250,ST6000250,9006000250,8006,ST6000250,2015-05-21,ACT,EPG,,,2020,2020-01-27,BASE,6,1,RE,6,NZC,2020-05-27T13:11:30+1200,2020-05-27T13:11:30+1200
upsert,2020_8006_ST6000263,ST6000263,9006000263,8006,ST6000263,2015-06-02,ACT,EPG,,,2020,2020-01-27,BASE,6,1,RE,6,NZC,2020-05-27T13:11:45+1200,2020-05-27T13:11:45+1200
upsert,2020_8006_ST6000276,ST6000276,9006000276,8006,ST6000276,2015-08-05,ACT,EUN,,,2020,2020-01-27,BASE,6,1,NA,6,NZC,2020-05-27T13:12:00+1200,2020-05-27T13:12:00+1200
upsert,2020_8006_ST6000289,ST6000289,9006000289,8006,ST6000289,2015-10-06,ACT,ENA,,,2020,2020-01-27,BASE,6,1,RE,6,NZC,2020-05-27T13:12:15+1200,2020-05-27T13:12:15+1200
upsert,2020_8006_ST6000291,ST6000291,9006000291,8006,ST6000291,2016-01-09,ACT,EKE,,,2020,2020-01-27,BASE,5,1,SF,5,NZC,2020-05-27T13:12:30+1200,2020-05-27T13:12:30+1200
upsert,2020_8006_ST6000301,ST6000301,9006000301,8006,ST6000301,2016-05-21,ACT,EKE,,,2020,2020-01-27,BASE,5,1,RE,5,NZC,2020-05-27T13:12:44+1200,2020-05-27T13:12:44+1200
upsert,2020_8006_ST6000314,ST6000314,9006000314,8006,ST6000314,2016-09-23,ACT,ENA,,,2020,2020-01-27,BASE,5,1,RE,5,NZC,2020-05-27T13:13:00+1200,2020-05-27T13:13:00+1200
upsert,2020_8006_ST6000327,ST6000327,9006000327,8006,ST6000327,2016-10-25,ACT,EPG,,,2020,2020-01-27,BASE,5,1,RE,5,NZC,2020-05-27T13:13:15+1200,2020-05-27T13:13:15+1200
upsert,2020_8006_ST6100335,ST6100335,9006100335,8006,ST6100335,2016-11-29,ACT,EPC,,,2020,2020-01-27,BASE,5,1,NA,5,NZC,2020-05-27T13:13:30+1200,2020-05-27T13:13:30+1200
upsert,2020_8006_ST6000342,ST6000342,9006000342,8006,ST6000342,2017-01-14,ACT,EUN,,,2020,2020-01-27,BASE,4,1,RE,4,NZC,2020-05-27T13:13:45+1200,2020-05-27T13:13:45+1200
upsert,2020_8006_ST6000355,ST6000355,9006000355,8006,ST6000355,2017-03-17,ACT,EUN,,,2020,2020-01-27,BASE,4,1,RE,4,NZC,2020-05-27T13:14:00+1200,2020-05-27T13:14:00+1200
upsert,2020_8006_ST6000368,ST6000368,9006000368,8006,ST6000368,2017-07-29,ACT,EUN,,,2020,2020-01-27,BASE,4,1,SF,4,NZC,2020-05-27T13:14:15+1200,2020-05-27T13:14:15+1200
upsert,2020_8006_ST6000370,ST6000370,9006000370,8006,ST6000370,2017-11-04,ACT,ECO,,,2020,2020-01-27,BASE,4,1,RE,4,NZC,2020-05-27T13:14:30+1200,2020-05-27T13:14:30+1200
upsert,2020_8006_ST6000383,ST6000383,9006000383,8006,ST6000383,2018-08-05,ACT,EUN,,,2020,2020-01-27,BASE,3,1,RE,3,NZC,2020-05-27T13:14:45+1200,2020-05-27T13:14:45+1200
upsert,2020_8006_ST6000396,ST6000396,9006000396,8006,ST6000396,2018-09-23,ACT,EUN,,,2020,2020-01-27,BASE,3,1,RE,3,NZC,2020-05-27T13:15:00+1200,2020-05-27T13:15:00+1200
upsert,2020_8006_ST6000406,ST6000406,9006000406,8006,ST6000406,2018-12-10,ACT,EKE,,,2020,2020-01-27,BASE,3,1,RE,3,NZC,2020-05-27T13:15:14+1200,2020-05-27T13:15:14+1200
upsert,2020_8006_ST6000419,ST6000419,9006000419,8006,ST6000419,2019-02-12,ACT,ETU,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:15:30+1200,2020-05-27T13:15:30+1200
upsert,2020_8006_ST6000421,ST6000421,9006000421,8006,ST6000421,2019-03-16,ACT,EOS,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:15:45+1200,2020-05-27T13:15:45+1200
upsert,2020_8006_ST6000434,ST6000434,9006000434,8006,ST6000434,2019-05-01,ACT,ENA,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:16:00+1200,2020-05-27T13:16:00+1200
upsert,2020_8006_ST6000447,ST6000447,9006000447,8006,ST6000447,2019-06-21,ACT,EOS,,,2020,2020-01-27,BASE,2,1,NA,2,NZC,2020-05-27T13:16:15+1200,2020-05-27T13:16:15+1200
upsert,2020_8006_ST6100455,ST6100455,9006100455,8006,ST6100455,2019-12-18,ACT,EUN,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:16:30+1200,2020-05-27T13:16:30+1200
upsert,2020_8006_ST6000462,ST6000462,9006000462,8006,ST6000462,2019-12-20,ACT,EOS,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:16:45+1200,2020-05-27T13:16:45+1200
upsert,2020_8006_ST6000475,ST6000475,9006000475,8006,ST6000475,2020-05-17,ACT,EUN,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:17:00+1200,2020-05-27T13:17:00+1200
upsert,2020_8006_ST6000488,ST6000488,9006000488,8006,ST6000488,2020-05-26,ACT,ENA,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:17:15+1200,2020-05-27T13:17:15+1200
upsert,2020_8006_ST6000490,ST6000490,9006000490,8006,ST6000490,2020-08-03,ACT,EUN,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:17:30+1200,2020-05-27T13:17:30+1200
upsert,2020_8006_ST6000500,ST6000500,9006000500,8006,ST6000500,2015-01-06,ACT,EUN,,,2020,2020-01-27,BASE,6,1,RE,6,NZC,2020-05-27T13:17:45+1200,2020-05-27T13:17:45+1200
upsert,2020_8006_ST6000513,ST6000513,9006000513,8006,ST6000513,2015-02-07,ACT,EKE,,,2020,2020-01-27,BASE,6,1,RE,6,NZC,2020-05-27T13:18:00+1200,2020-05-27T13:18:00+1200
upsert,2020_8006_ST6000526,ST6000526,9006000526,8006,ST6000526,2015-03-31,ACT,EUN,,,2020,2020-01-27,BASE,6,1,NA,6,NZC,2020-05-27T13:18:15+1200,2020-05-27T13:18:15+1200
upsert,2020_8006_ST6000539,ST6000539,9006000539,8006,ST6000539,2015-05-02,ACT,ENA,,,2020,2020-01-27,BASE,6,1,RE,6,NZC,2020-05-27T13:18:30+1200,2020-05-27T13:18:30+1200
upsert,2020_8006_ST6000541,ST6000541,9006000541,8006,ST6000541,2015-05-27,ACT,EPG,,,2020,2020-01-27,BASE,6,1,RE,6,NZC,2020-05-27T13:18:45+1200,2020-05-27T13:18:45+1200
upsert,2020_8006_ST6000554,ST6000554,9006000554,8006,ST6000554,2015-06-03,ACT,EKE,,,2020,2020-01-27,BASE,6,1,RE,6,NZC,2020-05-27T13:19:00+1200,2020-05-27T13:19:00+1200
upsert,2020_8006_ST6000567,ST6000567,9006000567,8006,ST6000567,2015-11-18,ACT,ETU,,,2020,2020-01-27,BASE,6,1,RE,6,NZC,2020-05-27T13:19:15+1200,2020-05-27T13:19:15+1200
upsert,2020_8006_ST6100575,ST6100575,9006100575,8006,ST6100575,2016-02-15,ACT,ENA,,,2020,2020-01-27,BASE,5,1,RE,5,NZC,2020-05-27T13:19:30+1200,2020-05-27T13:19:30+1200
upsert,2020_8006_ST6000582,ST6000582,9006000582,8006,ST6000582,2016-04-17,ACT,ENA,,,2020,2020-01-27,BASE,5,1,RE,5,NZC,2020-05-27T13:19:45+1200,2020-05-27T13:19:45+1200
upsert,2020_8006_ST6000595,ST6000595,9006000595,8006,ST6000595,2016-06-22,ACT,EKE,,,2020,2020-01-27,BASE,5,1,RE,5,NZC,2020-05-27T13:19:59+1200,2020-05-27T13:19:59+1200
upsert,2020_8006_ST6000605,ST6000605,9006000605,8006,ST6000605,2018-02-09,ACT,EPG,,,2020,2020-01-27,BASE,3,1,RE,3,NZC,2020-05-27T13:20:15+1200,2020-05-27T13:20:15+1200
upsert,2020_8006_ST6000618,ST6000618,9006000618,8006,ST6000618,2018-03-01,ACT,EPG,,,2020,2020-01-27,BASE,3,1,RE,3,NZC,2020-05-27T13:20:30+1200,2020-05-27T13:20:30+1200
upsert,2020_8006_ST6000620,ST6000620,9006000620,8006,ST6000620,2018-05-17,ACT,EUN,,,2020,2020-01-27,BASE,3,1,RE,3,NZC,2020-05-27T13:20:45+1200,2020-05-27T13:20:45+1200
upsert,2020_8006_ST6000633,ST6000633,9006000633,8006,ST6000633,2018-10-26,ACT,EUN,,,2020,2020-01-27,BASE,3,1,RE,3,NZC,2020-05-27T13:21:00+1200,2020-05-27T13:21:00+1200
upsert,2020_8006_ST6000646,ST6000646,9006000646,8006,ST6000646,2019-01-07,ACT,EKE,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:21:15+1200,2020-05-27T13:21:15+1200
upsert,2020_8006_ST6000659,ST6000659,9006000659,8006,ST6000659,2019-03-27,ACT,EUN,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:21:30+1200,2020-05-27T13:21:30+1200
upsert,2020_8006_ST6000661,ST6000661,9006000661,8006,ST6000661,2019-04-09,ACT,EPC,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:21:45+1200,2020-05-27T13:21:45+1200
upsert,2020_8006_ST6000674,ST6000674,9006000674,8006,ST6000674,2019-10-14,ACT,EOS,,,2020,2020-01-27,BASE,2,1,NA,2,NZC,2020-05-27T13:22:00+1200,2020-05-27T13:22:00+1200
upsert,2020_8006_ST6000687,ST6000687,9006000687,8006,ST6000687,2019-10-16,ACT,EOS,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:22:15+1200,2020-05-27T13:22:15+1200
upsert,2020_8006_ST6100695,ST6100695,9006100695,8006,ST6100695,2019-12-22,ACT,EKE,,,2020,2020-01-27,BASE,2,1,SF,2,NZC,2020-05-27T13:22:29+1200,2020-05-27T13:22:29+1200
upsert,2020_8006_ST6100705,ST6100705,9006100705,8006,ST6100705,2020-06-08,ACT,ENA,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:22:45+1200,2020-05-27T13:22:45+1200
upsert,2020_8006_ST6000712,ST6000712,9006000712,8006,ST6000712,2020-07-02,ACT,EUN,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:23:00+1200,2020-05-27T13:23:00+1200
upsert,2020_8006_ST6000725,ST6000725,9006000725,8006,ST6000725,2020-07-31,ACT,EOS,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:23:15+1200,2020-05-27T13:23:15+1200
upsert,2020_8006_ST6000738,ST6000738,9006000738,8006,ST6000738,2020-11-18,ACT,EOS,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:23:30+1200,2020-05-27T13:23:30+1200
upsert,2020_8006_ST6000740,ST6000740,9006000740,8006,ST6000740,2020-12-13,ACT,EUN,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:23:45+1200,2020-05-27T13:23:45+1200
upsert,2020_8006_ST6000753,ST6000753,9006000753,8006,ST6000753,2017-10-25,ACT,EKE,,,2020,2020-01-27,BASE,4,1,RE,4,NZC,2020-05-27T13:23:59+1200,2020-05-27T13:23:59+1200
upsert,2020_8006_ST6000766,ST6000766,9006000766,8006,ST6000766,2017-11-02,ACT,ECO,,,2020,2020-01-27,BASE,4,1,RE,4,NZC,2020-05-27T13:24:15+1200,2020-05-27T13:24:15+1200
upsert,2020_8006_ST6000779,ST6000779,9006000779,8006,ST6000779,2018-03-18,ACT,ENA,,,2020,2020-01-27,BASE,3,1,RE,3,NZC,2020-05-27T13:24:30+1200,2020-05-27T13:24:30+1200
upsert,2020_8006_ST6000781,ST6000781,9006000781,8006,ST6000781,2018-08-15,ACT,ENA,,,2020,2020-01-27,BASE,3,1,RE,3,NZC,2020-05-27T13:24:45+1200,2020-05-27T13:24:45+1200
upsert,2020_8006_ST6000794,ST6000794,9006000794,8006,ST6000794,2019-02-07,ACT,ENA,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:25:00+1200,2020-05-27T13:25:00+1200
upsert,2020_8006_ST6000804,ST6000804,9006000804,8006,ST6000804,2019-02-19,ACT,EPG,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:25:15+1200,2020-05-27T13:25:15+1200
upsert,2020_8006_ST6000817,ST6000817,9006000817,8006,ST6000817,2019-03-31,ACT,ENA,,,2020,2020-01-27,BASE,2,1,SF,2,NZC,2020-05-27T13:25:30+1200,2020-05-27T13:25:30+1200
upsert,2020_8006_ST6100825,ST6100825,9006100825,8006,ST6100825,2019-06-30,ACT,ECO,,,2020,2020-01-27,BASE,2,1,NA,2,NZC,2020-05-27T13:25:45+1200,2020-05-27T13:25:45+1200
upsert,2020_8006_ST6000832,ST6000832,9006000832,8006,ST6000832,2019-09-07,ACT,EUN,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:26:00+1200,2020-05-27T13:26:00+1200
upsert,2020_8006_ST6000845,ST6000845,9006000845,8006,ST6000845,2019-12-26,ACT,EUN,,,2020,2020-01-27,BASE,2,1,RE,2,NZC,2020-05-27T13:26:15+1200,2020-05-27T13:26:15+1200
upsert,2020_8006_ST6000858,ST6000858,9006000858,8006,ST6000858,2020-04-23,ACT,EKE,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:26:29+1200,2020-05-27T13:26:29+1200
upsert,2020_8006_ST6000860,ST6000860,9006000860,8006,ST6000860,2020-07-05,ACT,EPC,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:26:45+1200,2020-05-27T13:26:45+1200
upsert,2020_8006_ST6000873,ST6000873,9006000873,8006,ST6000873,2020-07-07,ACT,EPC,,,2020,2020-01-27,BASE,1,1,RE,1,NZC,2020-05-27T13:27:00+1200,2020-05-27T13:27:00+1200
upsert,2020_8007_ST7000005,ST7000005,9007000005,8007,ST7000005,2016-01-30,ACT,EUN,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:27:15+1200,2020-05-27T13:27:15+1200
upsert,2020_8007_ST7000018,ST7000018,9007000018,8007,ST7000018,2016-01-30,ACT,EPG,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:27:30+1200,2020-05-27T13:27:30+1200
upsert,2020_8007_ST7000020,ST7000020,9007000020,8007,ST7000020,2016-01-30,ACT,EUN,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:27:45+1200,2020-05-27T13:27:45+1200
upsert,2020_8007_ST7000033,ST7000033,9007000033,8007,ST7000033,2016-01-30,ACT,EUN,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:28:00+1200,2020-05-27T13:28:00+1200
upsert,2020_8007_ST7000046,ST7000046,9007000046,8007,ST7000046,2017-01-30,ACT,EUN,,,2020,2020-01-27,BASE,12,1,RE,12,NZC,2020-05-27T13:28:15+1200,2020-05-27T13:28:15+1200
upsert,2020_8007_ST7000059,ST7000059,9007000059,8007,ST7000059,2017-01-30,ACT,EKE,,,2020,2020-01-27,BASE,12,1,SF,12,NZC,2020-05-27T13:28:30+1200,2020-05-27T13:28:30+1200
upsert,2020_8007_ST7000061,ST7000061,9007000061,8007,ST7000061,2017-01-30,ACT,EOS,,,2020,2020-01-27,BASE,12,1,RE,12,NZC,2020-05-27T13:28:45+1200,2020-05-27T13:28:45+1200
upsert,2020_8007_ST7000074,ST7000074,9007000074,8007,ST7000074,2018-01-30,ACT,EUN,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:29:00+1200,2020-05-27T13:29:00+1200
upsert,2020_8007_ST7000087,ST7000087,9007000087,8007,ST7000087,2018-01-30,ACT,EUN,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:29:15+1200,2020-05-27T13:29:15+1200
upsert,2020_8007_ST7100095,ST7100095,9007100095,8007,ST7100095,2018-01-30,ACT,ENA,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:29:30+1200,2020-05-27T13:29:30+1200
upsert,2020_8007_ST7100105,ST7100105,9007100105,8007,ST7100105,2018-01-30,ACT,EUN,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:29:45+1200,2020-05-27T13:29:45+1200
upsert,2020_8007_ST7000112,ST7000112,9007000112,8007,ST7000112,2019-01-30,ACT,ENA,,,2020,2020-01-27,BASE,10,1,TPRE,10,NZC,2020-05-27T13:30:00+1200,2020-05-27T13:30:00+1200
upsert,2020_8007_ST7000125,ST7000125,9007000125,8007,ST7000125,2019-01-30,ACT,ECO,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:30:15+1200,2020-05-27T13:30:15+1200
upsert,2020_8007_ST7000138,ST7000138,9007000138,8007,ST7000138,2019-01-30,ACT,ENA,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:30:30+1200,2020-05-27T13:30:30+1200
upsert,2020_8007_ST7000140,ST7000140,9007000140,8007,ST7000140,2019-01-30,ACT,ENA,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:30:45+1200,2020-05-27T13:30:45+1200
upsert,2020_8007_ST7000153,ST7000153,9007000153,8007,ST7000153,2019-01-30,ACT,ETU,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:31:00+1200,2020-05-27T13:31:00+1200
upsert,2020_8007_ST7000166,ST7000166,9007000166,8007,ST7000166,2019-01-30,ACT,EOS,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:31:14+1200,2020-05-27T13:31:14+1200
upsert,2020_8007_ST7000179,ST7000179,9007000179,8007,ST7000179,2020-01-30,ACT,ECO,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:31:30+1200,2020-05-27T13:31:30+1200
upsert,2020_8007_ST7000181,ST7000181,9007000181,8007,ST7000181,2020-01-30,ACT,ENA,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:31:45+1200,2020-05-27T13:31:45+1200
upsert,2020_8007_ST7000194,ST7000194,9007000194,8007,ST7000194,2020-01-30,ACT,EUN,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:32:00+1200,2020-05-27T13:32:00+1200
upsert,2020_8007_ST7000204,ST7000204,9007000204,8007,ST7000204,2020-01-30,ACT,EUN,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:32:15+1200,2020-05-27T13:32:15+1200
upsert,2020_8007_ST7000217,ST7000217,9007000217,8007,ST7000217,2020-01-30,ACT,ENA,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:32:30+1200,2020-05-27T13:32:30+1200
upsert,2020_8007_ST7100225,ST7100225,9007100225,8007,ST7100225,2020-01-30,ACT,EOS,,,2020,2020-01-27,BASE,9,1,TPRE,9,NZC,2020-05-27T13:32:45+1200,2020-05-27T13:32:45+1200
upsert,2020_8007_ST7000232,ST7000232,9007000232,8007,ST7000232,2020-01-30,ACT,EKE,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:33:00+1200,2020-05-27T13:33:00+1200
upsert,2020_8007_ST7000245,ST7000245,9007000245,8007,ST7000245,2020-01-30,ACT,ETU,,,2020,2020-01-27,BASE,9,1,SF,9,NZC,2020-05-27T13:33:15+1200,2020-05-27T13:33:15+1200
upsert,2020_8007_ST7000258,ST7000258,9007000258,8007,ST7000258,2016-01-30,ACT,EKE,,,2020,2020-01-27,BASE,13,1,SF,13,NZC,2020-05-27T13:33:30+1200,2020-05-27T13:33:30+1200
upsert,2020_8007_ST7000260,ST7000260,9007000260,8007,ST7000260,2016-01-30,ACT,ECO,,,2020,2020-01-27,BASE,13,1,NA,13,NZC,2020-05-27T13:33:44+1200,2020-05-27T13:33:44+1200
upsert,2020_8007_ST7000273,ST7000273,9007000273,8007,ST7000273,2016-01-30,ACT,EUN,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:34:00+1200,2020-05-27T13:34:00+1200
upsert,2020_8007_ST7000286,ST7000286,9007000286,8007,ST7000286,2016-01-30,ACT,EKE,,,2020,2020-01-27,BASE,13,1,RE,13,NZC,2020-05-27T13:34:15+1200,2020-05-27T13:34:15+1200
upsert,2020_8007_ST7000299,ST7000299,9007000299,8007,ST7000299,2017-01-30,ACT,EPG,,,2020,2020-01-27,BASE,12,1,RE,12,NZC,2020-05-27T13:34:30+1200,2020-05-27T13:34:30+1200
upsert,2020_8007_ST7000309,ST7000309,9007000309,8007,ST7000309,2017-01-30,ACT,EKE,,,2020,2020-01-27,BASE,12,1,RE,12,NZC,2020-05-27T13:34:45+1200,2020-05-27T13:34:45+1200
upsert,2020_8007_ST7000311,ST7000311,9007000311,8007,ST7000311,2018-01-30,ACT,ENA,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:35:00+1200,2020-05-27T13:35:00+1200
upsert,2020_8007_ST7000324,ST7000324,9007000324,8007,ST7000324,2018-01-30,ACT,ENA,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:35:14+1200,2020-05-27T13:35:14+1200
upsert,2020_8007_ST7000337,ST7000337,9007000337,8007,ST7000337,2018-01-30,ACT,EOS,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:35:30+1200,2020-05-27T13:35:30+1200
upsert,2020_8007_ST7100345,ST7100345,9007100345,8007,ST7100345,2018-01-30,ACT,ETU,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:35:45+1200,2020-05-27T13:35:45+1200
upsert,2020_8007_ST7000352,ST7000352,9007000352,8007,ST7000352,2018-01-30,ACT,EOS,,,2020,2020-01-27,BASE,11,1,RE,11,NZC,2020-05-27T13:36:00+1200,2020-05-27T13:36:00+1200
upsert,2020_8007_ST7000365,ST7000365,9007000365,8007,ST7000365,2019-01-30,ACT,ENA,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:36:15+1200,2020-05-27T13:36:15+1200
upsert,2020_8007_ST7000378,ST7000378,9007000378,8007,ST7000378,2019-01-30,ACT,EOS,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:36:30+1200,2020-05-27T13:36:30+1200
upsert,2020_8007_ST7000380,ST7000380,9007000380,8007,ST7000380,2019-01-30,ACT,EKE,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:36:45+1200,2020-05-27T13:36:45+1200
upsert,2020_8007_ST7000393,ST7000393,9007000393,8007,ST7000393,2019-01-30,ACT,EUN,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:37:00+1200,2020-05-27T13:37:00+1200
upsert,2020_8007_ST7000403,ST7000403,9007000403,8007,ST7000403,2019-01-30,ACT,EKE,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:37:15+1200,2020-05-27T13:37:15+1200
upsert,2020_8007_ST7000416,ST7000416,9007000416,8007,ST7000416,2019-01-30,ACT,EUN,,,2020,2020-01-27,BASE,10,1,NA,10,NZC,2020-05-27T13:37:30+1200,2020-05-27T13:37:30+1200
upsert,2020_8007_ST7000429,ST7000429,9007000429,8007,ST7000429,2019-01-30,ACT,EOS,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:37:44+1200,2020-05-27T13:37:44+1200
upsert,2020_8007_ST7000431,ST7000431,9007000431,8007,ST7000431,2019-01-30,ACT,EKE,,,2020,2020-01-27,BASE,10,1,RE,10,NZC,2020-05-27T13:38:00+1200,2020-05-27T13:38:00+1200
upsert,2020_8007_ST7000444,ST7000444,9007000444,8007,ST7000444,2020-01-30,ACT,ENA,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:38:15+1200,2020-05-27T13:38:15+1200
upsert,2020_8007_ST7000457,ST7000457,9007000457,8007,ST7000457,2020-01-30,ACT,ENA,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:38:30+1200,2020-05-27T13:38:30+1200
upsert,2020_8007_ST7100465,ST7100465,9007100465,8007,ST7100465,2020-01-30,ACT,ENA,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:38:45+1200,2020-05-27T13:38:45+1200
upsert,2020_8007_ST7000472,ST7000472,9007000472,8007,ST7000472,2020-01-30,ACT,EKE,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:39:00+1200,2020-05-27T13:39:00+1200
upsert,2020_8007_ST7000485,ST7000485,9007000485,8007,ST7000485,2020-01-30,ACT,ETU,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:39:15+1200,2020-05-27T13:39:15+1200
upsert,2020_8007_ST7000498,ST7000498,9007000498,8007,ST7000498,2020-01-30,ACT,ETU,,,2020,2020-01-27,BASE,9,1,RE,9,NZC,2020-05-27T13:39:30+1200,2020-05-27T13:39:30+1200
upsert,2020_8007_ST7000508,ST7000508,9007000508,8007,ST7000508,2016-01-30,ACT,EKE,,,2020,2020-01-27,BASE,13,1,SF,13,NZC,2020-05-27T13:39:45+1200,2020-05-27T13:39:45+1200
upsert,2020_8007_ST7000510,ST7000510,9007000510,8007,ST7000510,2016-01-30,ACT,ECO,,,2020,2020-01-27,BASE,13,1,TPRE,13,NZC,2020-05-27T13:40:00+1200,2020-05-27T13:40:00+1200
