_op,StudentTeachingGroupEnrolmentLocalId,Student.LocalId,Student.NationalStudentNumber,Student.YearLevel,Organisation.RefId,TeachingGroup.LocalId,StartDate
upsert,2020_8007_HR12_HR13_ST7000286,ST7000286,9007000286,13,8007,2020_8007_HR12_HR13,2020-08-29T00:00:00+12:00
upsert,2020_8007_HR12_HR13_ST7000299,ST7000299,9007000299,12,8007,2020_8007_HR12_HR13,2020-08-30T00:00:00+12:00
upsert,2020_8007_HR12_HR13_ST7000309,ST7000309,9007000309,12,8007,2020_8007_HR12_HR13,2020-08-31T00:00:00+12:00
upsert,2020_8007_HR11_ST7000311,ST7000311,9007000311,11,8007,2020_8007_HR11,2020-09-01T00:00:00+12:00
upsert,2020_8007_HR11_ST7000324,ST7000324,9007000324,11,8007,2020_8007_HR11,2020-09-02T00:00:00+12:00
upsert,2020_8007_HR11_ST7000337,ST7000337,9007000337,11,8007,2020_8007_HR11,2020-09-03T00:00:00+12:00
upsert,2020_8007_HR11_ST7100345,ST7100345,9007100345,11,8007,2020_8007_HR11,2020-09-04T00:00:00+12:00
upsert,2020_8007_HR11_ST7000352,ST7000352,9007000352,11,8007,2020_8007_HR11,2020-09-05T00:00:00+12:00
upsert,2020_8007_HR10_ST7000365,ST7000365,9007000365,10,8007,2020_8007_HR10,2020-09-06T00:00:00+12:00
upsert,2020_8007_HR10_ST7000378,ST7000378,9007000378,10,8007,2020_8007_HR10,2020-09-07T00:00:00+12:00
upsert,2020_8007_HR10_ST7000380,ST7000380,9007000380,10,8007,2020_8007_HR10,2020-09-08T00:00:00+12:00
upsert,2020_8007_HR10_ST7000393,ST7000393,9007000393,10,8007,2020_8007_HR10,2020-09-09T00:00:00+12:00
upsert,2020_8007_HR10_ST7000403,ST7000403,9007000403,10,8007,2020_8007_HR10,2020-09-10T00:00:00+12:00
upsert,2020_8007_HR10_ST7000416,ST7000416,9007000416,10,8007,2020_8007_HR10,2020-09-11T00:00:00+12:00
upsert,2020_8007_HR10_ST7000429,ST7000429,9007000429,10,8007,2020_8007_HR10,2020-09-12T00:00:00+12:00
upsert,2020_8007_HR10_ST7000431,ST7000431,9007000431,10,8007,2020_8007_HR10,2020-09-13T00:00:00+12:00
upsert,2020_8007_HR9_ST7000444,ST7000444,9007000444,9,8007,2020_8007_HR9,2020-09-14T00:00:00+12:00
upsert,2020_8007_HR9_ST7000457,ST7000457,9007000457,9,8007,2020_8007_HR9,2020-09-15T00:00:00+12:00
upsert,2020_8007_HR9_ST7100465,ST7100465,9007100465,9,8007,2020_8007_HR9,2020-09-16T00:00:00+12:00
upsert,2020_8007_HR9_ST7000472,ST7000472,9007000472,9,8007,2020_8007_HR9,2020-09-17T00:00:00+12:00
upsert,2020_8007_HR9_ST7000485,ST7000485,9007000485,9,8007,2020_8007_HR9,2020-09-18T00:00:00+12:00
upsert,2020_8007_HR9_ST7000498,ST7000498,9007000498,9,8007,2020_8007_HR9,2020-09-19T00:00:00+12:00
upsert,2020_8007_HR12_HR13_ST7000508,ST7000508,9007000508,13,8007,2020_8007_HR12_HR13,2020-09-20T00:00:00+12:00
upsert,2020_8007_HR12_HR13_ST7000510,ST7000510,9007000510,13,8007,2020_8007_HR12_HR13,2020-09-21T00:00:00+12:00
upsert,2020_8007_HR12_HR13_ST7000523,ST7000523,9007000523,13,8007,2020_8007_HR12_HR13,2020-09-22T00:00:00+12:00
upsert,2020_8007_HR12_HR13_ST7000536,ST7000536,9007000536,13,8007,2020_8007_HR12_HR13,2020-09-23T00:00:00+12:00
upsert,2020_8007_HR12_HR13_ST7000549,ST7000549,9007000549,13,8007,2020_8007_HR12_HR13,2020-09-24T00:00:00+12:00
upsert,2020_8007_HR12_HR13_ST7000551,ST7000551,9007000551,13,8007,2020_8007_HR12_HR13,2020-09-25T00:00:00+12:00
upsert,2020_8007_HR12_HR13_ST7000564,ST7000564,9007000564,13,8007,2020_8007_HR12_HR13,2020-09-26T00:00:00+12:00
upsert,2020_8007_HR12_HR13_ST7000577,ST7000577,9007000577,13,8007,2020_8007_HR12_HR13,2020-09-27T00:00:00+12:00
upsert,2020_8007_HR12_HR13_ST7100585,ST7100585,9007100585,12,8007,2020_8007_HR12_HR13,2020-09-28T00:00:00+12:00
upsert,2020_8007_HR11_ST7000592,ST7000592,9007000592,11,8007,2020_8007_HR11,2020-09-29T00:00:00+12:00
upsert,2020_8007_HR11_ST7000602,ST7000602,9007000602,11,8007,2020_8007_HR11,2020-09-30T00:00:00+12:00
upsert,2020_8007_HR11_ST7000615,ST7000615,9007000615,11,8007,2020_8007_HR11,2020-10-01T00:00:00+12:00
upsert,2020_8007_HR11_ST7000628,ST7000628,9007000628,11,8007,2020_8007_HR11,2020-10-02T00:00:00+12:00
upsert,2020_8007_HR11_ST7000630,ST7000630,9007000630,11,8007,2020_8007_HR11,2020-10-03T00:00:00+12:00
upsert,2020_8007_HR10_ST7000643,ST7000643,9007000643,10,8007,2020_8007_HR10,2020-10-04T00:00:00+12:00
upsert,2020_8007_HR10_ST7000656,ST7000656,9007000656,10,8007,2020_8007_HR10,2020-10-05T00:00:00+12:00
upsert,2020_8007_HR10_ST7000669,ST7000669,9007000669,10,8007,2020_8007_HR10,2020-10-06T00:00:00+12:00
upsert,2020_8007_HR10_ST7000671,ST7000671,9007000671,10,8007,2020_8007_HR10,2020-10-07T00:00:00+12:00
upsert,2020_8007_HR10_ST7000684,ST7000684,9007000684,10,8007,2020_8007_HR10,2020-10-08T00:00:00+12:00
upsert,2020_8007_HR9_ST7000697,ST7000697,9007000697,9,8007,2020_8007_HR9,2020-10-09T00:00:00+12:00
upsert,2020_8007_HR9_ST7000707,ST7000707,9007000707,9,8007,2020_8007_HR9,2020-10-10T00:00:00+12:00
upsert,2020_8007_HR9_ST7100715,ST7100715,9007100715,9,8007,2020_8007_HR9,2020-10-11T00:00:00+12:00
upsert,2020_8007_HR9_ST7000722,ST7000722,9007000722,9,8007,2020_8007_HR9,2020-10-12T00:00:00+12:00
upsert,2020_8007_HR9_ST7000735,ST7000735,9007000735,9,8007,2020_8007_HR9,2020-10-13T00:00:00+12:00
upsert,2020_8007_HR9_ST7000748,ST7000748,9007000748,9,8007,2020_8007_HR9,2020-10-14T00:00:00+12:00
upsert,2020_8007_HR12_HR13_ST7000750,ST7000750,9007000750,12,8007,2020_8007_HR12_HR13,2020-10-15T00:00:00+12:00
upsert,2020_8007_HR11_ST7000763,ST7000763,9007000763,11,8007,2020_8007_HR11,2020-10-16T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000002,ST8000002,9008000002,13,8008,2020_8008_HR11_HR13,2020-10-17T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000015,ST8000015,9008000015,13,8008,2020_8008_HR11_HR13,2020-10-18T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000028,ST8000028,9008000028,13,8008,2020_8008_HR11_HR13,2020-10-19T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000030,ST8000030,9008000030,13,8008,2020_8008_HR11_HR13,2020-10-20T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000043,ST8000043,9008000043,12,8008,2020_8008_HR11_HR13,2020-10-21T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000056,ST8000056,9008000056,12,8008,2020_8008_HR11_HR13,2020-10-22T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000069,ST8000069,9008000069,11,8008,2020_8008_HR11_HR13,2020-10-23T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000071,ST8000071,9008000071,11,8008,2020_8008_HR11_HR13,2020-10-24T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000084,ST8000084,9008000084,11,8008,2020_8008_HR11_HR13,2020-10-25T00:00:00+12:00
upsert,2020_8008_HR10_ST8000097,ST8000097,9008000097,10,8008,2020_8008_HR10,2020-10-26T00:00:00+12:00
upsert,2020_8008_HR10_ST8000107,ST8000107,9008000107,10,8008,2020_8008_HR10,2020-10-27T00:00:00+12:00
upsert,2020_8008_HR10_ST8100115,ST8100115,9008100115,10,8008,2020_8008_HR10,2020-10-28T00:00:00+12:00
upsert,2020_8008_HR9_ST8000122,ST8000122,9008000122,9,8008,2020_8008_HR9,2020-10-29T00:00:00+12:00
upsert,2020_8008_HR9_ST8000135,ST8000135,9008000135,9,8008,2020_8008_HR9,2020-10-30T00:00:00+12:00
upsert,2020_8008_HR9_ST8000148,ST8000148,9008000148,9,8008,2020_8008_HR9,2020-10-31T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000150,ST8000150,9008000150,8,8008,2020_8008_HR7_HR8,2020-11-01T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000163,ST8000163,9008000163,8,8008,2020_8008_HR7_HR8,2020-11-02T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000176,ST8000176,9008000176,8,8008,2020_8008_HR7_HR8,2020-11-03T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000189,ST8000189,9008000189,8,8008,2020_8008_HR7_HR8,2020-11-04T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000191,ST8000191,9008000191,7,8008,2020_8008_HR7_HR8,2020-11-05T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000201,ST8000201,9008000201,7,8008,2020_8008_HR7_HR8,2020-11-06T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000214,ST8000214,9008000214,7,8008,2020_8008_HR7_HR8,2020-11-07T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000227,ST8000227,9008000227,7,8008,2020_8008_HR7_HR8,2020-11-08T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8100235,ST8100235,9008100235,7,8008,2020_8008_HR7_HR8,2020-11-09T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000242,ST8000242,9008000242,7,8008,2020_8008_HR7_HR8,2020-11-11T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000255,ST8000255,9008000255,13,8008,2020_8008_HR11_HR13,2020-11-12T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000268,ST8000268,9008000268,12,8008,2020_8008_HR11_HR13,2020-11-13T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000270,ST8000270,9008000270,12,8008,2020_8008_HR11_HR13,2020-11-14T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000283,ST8000283,9008000283,12,8008,2020_8008_HR11_HR13,2020-11-15T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000296,ST8000296,9008000296,11,8008,2020_8008_HR11_HR13,2020-11-16T00:00:00+12:00
upsert,2020_8008_HR10_ST8000306,ST8000306,9008000306,10,8008,2020_8008_HR10,2020-11-17T00:00:00+12:00
upsert,2020_8008_HR10_ST8000319,ST8000319,9008000319,10,8008,2020_8008_HR10,2020-11-18T00:00:00+12:00
upsert,2020_8008_HR10_ST8000321,ST8000321,9008000321,10,8008,2020_8008_HR10,2020-11-19T00:00:00+12:00
upsert,2020_8008_HR10_ST8000334,ST8000334,9008000334,10,8008,2020_8008_HR10,2020-11-20T00:00:00+12:00
upsert,2020_8008_HR10_ST8000347,ST8000347,9008000347,10,8008,2020_8008_HR10,2020-11-21T00:00:00+12:00
upsert,2020_8008_HR10_ST8100355,ST8100355,9008100355,10,8008,2020_8008_HR10,2020-11-22T00:00:00+12:00
upsert,2020_8008_HR10_ST8000362,ST8000362,9008000362,10,8008,2020_8008_HR10,2020-11-23T00:00:00+12:00
upsert,2020_8008_HR9_ST8000375,ST8000375,9008000375,9,8008,2020_8008_HR9,2020-11-24T00:00:00+12:00
upsert,2020_8008_HR9_ST8000388,ST8000388,9008000388,9,8008,2020_8008_HR9,2020-11-25T00:00:00+12:00
upsert,2020_8008_HR9_ST8000390,ST8000390,9008000390,9,8008,2020_8008_HR9,2020-11-26T00:00:00+12:00
upsert,2020_8008_HR9_ST8000400,ST8000400,9008000400,9,8008,2020_8008_HR9,2020-11-27T00:00:00+12:00
upsert,2020_8008_HR9_ST8000413,ST8000413,9008000413,9,8008,2020_8008_HR9,2020-11-28T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000426,ST8000426,9008000426,8,8008,2020_8008_HR7_HR8,2020-11-29T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000439,ST8000439,9008000439,8,8008,2020_8008_HR7_HR8,2020-11-30T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000441,ST8000441,9008000441,8,8008,2020_8008_HR7_HR8,2020-12-01T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000454,ST8000454,9008000454,8,8008,2020_8008_HR7_HR8,2020-12-02T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000467,ST8000467,9008000467,8,8008,2020_8008_HR7_HR8,2020-12-03T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8100475,ST8100475,9008100475,8,8008,2020_8008_HR7_HR8,2020-12-04T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000482,ST8000482,9008000482,7,8008,2020_8008_HR7_HR8,2020-12-05T00:00:00+12:00
upsert,2020_8008_HR7_HR8_ST8000495,ST8000495,9008000495,7,8008,2020_8008_HR7_HR8,2020-12-06T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000505,ST8000505,9008000505,13,8008,2020_8008_HR11_HR13,2020-12-07T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000518,ST8000518,9008000518,13,8008,2020_8008_HR11_HR13,2020-12-08T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000520,ST8000520,9008000520,12,8008,2020_8008_HR11_HR13,2020-12-09T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000533,ST8000533,9008000533,12,8008,2020_8008_HR11_HR13,2020-12-10T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000546,ST8000546,9008000546,11,8008,2020_8008_HR11_HR13,2020-12-11T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000559,ST8000559,9008000559,11,8008,2020_8008_HR11_HR13,2020-12-12T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000561,ST8000561,9008000561,11,8008,2020_8008_HR11_HR13,2020-12-13T00:00:00+12:00
upsert,2020_8008_HR11_HR13_ST8000574,ST8000574,9008000574,11,8008,2020_8008_HR11_HR13,2020-12-14T00:00:00+12:00
upsert,2020_8008_HR10_ST8000587,ST8000587,9008000587,10,8008,2020_8008_HR10,2020-12-15T00:00:00+12:00
upsert,2020_8008_HR10_ST8100595,ST8100595,9008100595,10,8008,2020_8008_HR10,2020-12-16T00:00:00+12:00
upsert,2020_8008_HR10_ST8100605,ST8100605,9008100605,10,8008,2020_8008_HR10,2020-12-17T00:00:00+12:00
upsert,2020_8008_HR9_ST8000612,ST8000612,9008000612,9,8008,2020_8008_HR9,2020-12-18T00:00:00+12:00
upsert,2020_8008_HR9_ST8000625,ST8000625,9008000625,9,8008,2020_8008_HR9,2020-12-19T00:00:00+12:00
upsert,2020_8008_HR9_ST8000638,ST8000638,9008000638,9,8008,2020_8008_HR9,2020-12-20T00:00:00+12:00
upsert,2020_8008_HR9_ST8000640,ST8000640,9008000640,9,8008,2020_8008_HR9,2020-12-21T00:00:00+12:00
