_op,StudentPersonalLocalId,NationalStudentNumber,FirstNZSchoolingDate,EarlyChildhoodEducation.Type,PersonInfo.Name.FamilyName,PersonInfo.Name.GivenName,PersonInfo.Name.PreferredGivenName,PersonInfo.Name.Suffix,PersonInfo.Name.FullName,PersonInfo.Demographics.BirthDate,PersonInfo.Demographics.Gender,PersonInfo.Demographics.LanguageList.Language.Code,PersonInfo.Demographics.LanguageList.Language.Usage,PersonInfo.Demographics.LanguageList.Language.ProficiencyList.Proficiency.Level,PersonInfo.Demographics.LanguageList.Language.ProficiencyList.Proficiency.Type,PersonInfo.Demographics.EthnicityList.Ethnicity.Code,PersonInfo.Demographics.IwiAffiliationList.Iwi.Code,PersonInfo.Address.Physical.Type,PersonInfo.Address.Physical.Line1,PersonInfo.Address.Physical.Suburb,PersonInfo.Address.Physical.City,PersonInfo.Address.Physical.Country,PersonInfo.Address.Physical.PostalCode,PersonInfo.Email.Personal.SourceOrganisation.RefId,PersonInfo.Email.Personal.Address,PersonInfo.Phone.Home.Number,RecordAudit.CreatedDateTime,RecordAudit.LastUpdatedDateTime
upsert,ST5100685,9005100685,2018-02-15T00:00:00+12:00,EKE,James,Brooklyn,,,Brooklyn James,2013-02-15T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0504,TH,5 Hinerua Street,Maungatapu,Tauranga,New Zealand,3112,8005,bjames@mailinator.com,+64 7-316 7613,2020-05-27T12:57:29+12:00,2020-05-27T12:57:29+12:00
upsert,ST5000692,9005000692,2018-11-07T00:00:00+12:00,EOS,Williams,Brianna,,,Brianna Williams,2013-11-07T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0504,TH,7 Barnett Place,Te Puke,Western Bay of Plenty,New Zealand,3119,8005,bwilliams@mailinator.com,+64 7-405 6154,2020-05-27T12:57:45+12:00,2020-05-27T12:57:45+12:00
upsert,ST5000702,9005000702,2019-02-14T00:00:00+12:00,ECO,Johnston,Leo,,,Leo Johnston,2014-02-14T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0503,TH,45 Murray Street,Gate Pa,Tauranga,New Zealand,3112,8005,ljohnston@mailinator.com,+64 7-987 3823,2020-05-27T12:58:00+12:00,2020-05-27T12:58:00+12:00
upsert,ST5000715,9005000715,2019-05-03T00:00:00+12:00,EOS,Thomas,Henry,,,Henry Thomas,2014-05-03T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0504,TH,51 Weka Street,Matua,Tauranga,New Zealand,3110,8005,hthomas@mailinator.com,+64 7-490 3763,2020-05-27T12:58:15+12:00,2020-05-27T12:58:15+12:00
upsert,ST5000728,9005000728,2020-03-24T00:00:00+12:00,ENA,Shepherd,Ben,,,Ben Shepherd,2015-03-24T00:00:00+12:00,1,NZS16110,SH,AD,SP,211,NZS0507,TH,38 Amethyst Place,Pukehangi,Rotorua,New Zealand,3015,8005,bshepherd@mailinator.com,+64 7-892 3613,2020-05-27T12:58:30+12:00,2020-05-27T12:58:30+12:00
upsert,ST5000730,9005000730,2020-06-24T00:00:00+12:00,EUN,Macgibbon,Jamie,,,Jamie Macgibbon,2015-06-24T00:00:00+12:00,1,NZS01112,SH,,,51117,,TH,52 Nikau Crescent,Mt Maunganui,Tauranga,New Zealand,3116,8005,jmacgibbon@mailinator.com,+64 7-599 1703,2020-05-27T12:58:45+12:00,2020-05-27T12:58:45+12:00
upsert,ST5000743,9005000743,2020-11-13T00:00:00+12:00,EKE,Phelan,Tessa,,,Tessa Phelan,2015-11-13T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0509,TH,70 Nautilus Drive,Papamoa Beach,Tauranga,New Zealand,3118,8005,tphelan@mailinator.com,+64 7-226  964,2020-05-27T12:59:00+12:00,2020-05-27T12:59:00+12:00
upsert,ST5000756,9005000756,2013-06-13T00:00:00+12:00,ECO,Head,Matthew,Matt,,Matthew 'Matt' Head,2008-06-13T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0503,TH,57 Sutherland Road,Brookfield,Tauranga,New Zealand,3110,8005,mhead@mailinator.com,+64 7-853 6292,2020-05-27T12:59:15+12:00,2020-05-27T12:59:15+12:00
upsert,ST5000769,9005000769,2013-10-29T00:00:00+12:00,EPC,Walsh,Connor,,,Connor Walsh,2008-10-29T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0507,TH,81 Joblin Way,Hairini,Tauranga,New Zealand,3112,8005,cwalsh@mailinator.com,+64 7-426 3063,2020-05-27T12:59:30+12:00,2020-05-27T12:59:30+12:00
upsert,ST5000771,9005000771,2014-04-07T00:00:00+12:00,ETU,Hook,Jorja,,,Jorja Hook,2009-04-07T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0504,TH,54 Pukuatua Street,Rotorua,Rotorua,New Zealand,3015,8005,jhook@mailinator.com,+64 7-523 1538,2020-05-27T12:59:45+12:00,2020-05-27T12:59:45+12:00
upsert,ST5000784,9005000784,2014-06-12T00:00:00+12:00,ETU,Mann,Samuel,,,Samuel Mann,2009-06-12T00:00:00+12:00,1,NZS16111,SH,,,122,,TH,76 Bruce Street,Ngongotaha,Rotorua,New Zealand,3010,8005,smann@mailinator.com,+64 7-173 3891,2020-05-27T12:59:59+12:00,2020-05-27T12:59:59+12:00
upsert,ST5000797,9005000797,2015-04-06T00:00:00+12:00,EUN,Snow,Aaliyah,,,Aaliyah Snow,2010-04-06T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0503,TH,28 Mitchell Street,Gate Pa,Tauranga,New Zealand,3112,8005,asnow@mailinator.com,+64 7-921 4656,2020-05-27T13:00:15+12:00,2020-05-27T13:00:15+12:00
upsert,ST5000807,9005000807,2015-06-09T00:00:00+12:00,EPG,Morgan,Maia,,,Maia Morgan,2010-06-09T00:00:00+12:00,2,NZS16110,SH,BE,RE,121,,TH,82 Hurunga Street,Rotorua,Rotorua,New Zealand,3010,8005,mmorgan@mailinator.com,+64 7-983 6765,2020-05-27T13:00:30+12:00,2020-05-27T13:00:30+12:00
upsert,ST5100815,9005100815,2015-07-14T00:00:00+12:00,EOS,Watson,Luca,,,Luca Watson,2010-07-14T00:00:00+12:00,2,NZS01112,SH,,,511,,TH,81 Taiahiahi Lane,Judea,Tauranga,New Zealand,3110,8005,lwatson@mailinator.com,+64 7-457 6398,2020-05-27T13:00:45+12:00,2020-05-27T13:00:45+12:00
upsert,ST5000822,9005000822,2016-04-22T00:00:00+12:00,ENA,Smith,Charlotte,,,Charlotte Smith,2011-04-22T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0507,TH,48 Edith Way,Matua,Tauranga,New Zealand,3110,8005,csmith@mailinator.com,+64 7-326 7870,2020-05-27T13:01:00+12:00,2020-05-27T13:01:00+12:00
upsert,ST5000835,9005000835,2016-08-04T00:00:00+12:00,EPG,Sharp,Isabella,,,Isabella Sharp,2011-08-04T00:00:00+12:00,1,NZS01112,SH,,,123,,TH,26 Cook Street,Gate Pa,Tauranga,New Zealand,3112,8005,isharp@mailinator.com,+64 7-550 3890,2020-05-27T13:01:15+12:00,2020-05-27T13:01:15+12:00
upsert,ST5000848,9005000848,2017-04-18T00:00:00+12:00,EPG,Norris,Trinity,,,Trinity Norris,2012-04-18T00:00:00+12:00,2,NZS07116,SH,,,211,NZS0406,TH,44 Baycroft Avenue,Parkvale,Tauranga,New Zealand,3112,8005,tnorris@mailinator.com,+64 7-172  723,2020-05-27T13:01:29+12:00,2020-05-27T13:01:29+12:00
upsert,ST5000850,9005000850,2017-06-15T00:00:00+12:00,EPC,Hamilton,Amelia,,,Amelia Hamilton,2012-06-15T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0401,TH,77 Zapote Place,Hairini,Tauranga,New Zealand,3112,8005,ahamilton@mailinator.com,+64 7-545 3173,2020-05-27T13:01:45+12:00,2020-05-27T13:01:45+12:00
upsert,ST5000863,9005000863,2017-07-11T00:00:00+12:00,ECO,Wardle,Samuel,Sam,,Samuel 'Sam' Wardle,2012-07-11T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0507,TH,94 Tunohopu Street,Rotorua,Rotorua,New Zealand,3010,8005,swardle@mailinator.com,+64 7-118 3059,2020-05-27T13:02:00+12:00,2020-05-27T13:02:00+12:00
upsert,ST5000876,9005000876,2017-07-16T00:00:00+12:00,EPG,Moore,Jessica,,,Jessica Moore,2012-07-16T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0414,TH,92 Clifden Terrace,Te Puke,Western Bay of Plenty,New Zealand,3119,8005,jmoore@mailinator.com,+64 7-748  303,2020-05-27T13:02:15+12:00,2020-05-27T13:02:15+12:00
upsert,ST5000889,9005000889,2017-08-08T00:00:00+12:00,EKE,Watts,George,,,George Watts,2012-08-08T00:00:00+12:00,1,NZS01112,SH,,,111,,TH,5 Daniel Place,Pyes Pa,Tauranga,New Zealand,3112,8005,gwatts@mailinator.com,+64 7-593 3716,2020-05-27T13:02:30+12:00,2020-05-27T13:02:30+12:00
upsert,ST5000891,9005000891,2018-04-23T00:00:00+12:00,ENA,Tauwhare,Jasmine,,,Jasmine Tauwhare,2013-04-23T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0504,TH,12 Castlewold Drive,Judea,Tauranga,New Zealand,3110,8005,jtauwhare@mailinator.com,+64 7-433 3550,2020-05-27T13:02:45+12:00,2020-05-27T13:02:45+12:00
upsert,ST5000901,9005000901,2018-05-30T00:00:00+12:00,EPC,Mason,Lily,,,Lily Mason,2013-05-30T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0507,TH,21 Westminster Drive,Judea,Tauranga,New Zealand,3110,8005,lmason@mailinator.com,+64 7-904 9951,2020-05-27T13:03:00+12:00,2020-05-27T13:03:00+12:00
upsert,ST5000914,9005000914,2018-06-10T00:00:00+12:00,ECO,Wyatt,Caleb,,,Caleb Wyatt,2013-06-10T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0503,TH,73 Begonia Way,Parkvale,Tauranga,New Zealand,3112,8005,cwyatt@mailinator.com,+64 7-596 3587,2020-05-27T13:03:15+12:00,2020-05-27T13:03:15+12:00
upsert,ST5000927,9005000927,2019-08-21T00:00:00+12:00,EPC,Jackson,Molly,,,Molly Jackson,2014-08-21T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0504,TH,9 Barraud Place,Pukehangi,Rotorua,New Zealand,3015,8005,mjackson@mailinator.com,+64 7-623 5308,2020-05-27T13:03:30+12:00,2020-05-27T13:03:30+12:00
upsert,ST5100935,9005100935,2019-11-10T00:00:00+12:00,EUN,Hall,Lauren,,,Lauren Hall,2014-11-10T00:00:00+12:00,2,NZS01112,SH,,,125,,TH,88 Edgecumbe Way,Tauranga,Tauranga,New Zealand,3110,8005,lhall@mailinator.com,+64 7-863 8169,2020-05-27T13:03:45+12:00,2020-05-27T13:03:45+12:00
upsert,ST5000942,9005000942,2019-12-20T00:00:00+12:00,EPC,Hubber,Noah,,,Noah Hubber,2014-12-20T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0402,TH,50 Eclipse Terrace,Welcome Bay,Tauranga,New Zealand,3112,8005,nhubber@mailinator.com,+64 7-696 9365,2020-05-27T13:03:59+12:00,2020-05-27T13:03:59+12:00
upsert,ST5000955,9005000955,2020-01-21T00:00:00+12:00,EOS,Williams,Jordan,,,Jordan Williams,2015-01-21T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0503,TH,19 Whitaker Street,Otumoetai,Tauranga,New Zealand,3110,8005,jwilliams@mailinator.com,+64 7-811 7916,2020-05-27T13:04:15+12:00,2020-05-27T13:04:15+12:00
upsert,ST5000968,9005000968,2020-01-30T00:00:00+12:00,EPC,Peffers,Laura,,,Laura Peffers,2015-01-30T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0410,TH,28 Milne Road,Mangakakahi,Rotorua,New Zealand,3015,8005,lpeffers@mailinator.com,+64 7-899 6847,2020-05-27T13:04:30+12:00,2020-05-27T13:04:30+12:00
upsert,ST5000970,9005000970,2020-06-12T00:00:00+12:00,EKE,Scarff,Ava,,,Ava Scarff,2015-06-12T00:00:00+12:00,1,NZS01112,SH,,,51117,,TH,89 Barbados Key,Papamoa Beach,Tauranga,New Zealand,3118,8005,ascarff@mailinator.com,+64 7-191 1080,2020-05-27T13:04:45+12:00,2020-05-27T13:04:45+12:00
upsert,ST5000983,9005000983,2020-06-20T00:00:00+12:00,EUN,Potter,Mia,,,Mia Potter,2015-06-20T00:00:00+12:00,2,NZS01112,SH,,,12113,,TH,5 Takahe Place,Matua,Tauranga,New Zealand,3110,8005,mpotter@mailinator.com,+64 7-787 8397,2020-05-27T13:05:00+12:00,2020-05-27T13:05:00+12:00
upsert,ST6000008,9006000008,2015-03-31T00:00:00+12:00,ECO,Hopkins,Keira,,,Keira Hopkins,2010-03-31T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0509,TH,32 Emme Allan Road,Kawerau,Kawerau,New Zealand,3127,8006,khopkins@mailinator.com,+64 7-339 2633,2020-05-27T13:05:15+12:00,2020-05-27T13:05:15+12:00
upsert,ST6000010,9006000010,2015-05-16T00:00:00+12:00,ENA,Matheson,Hayley,,,Hayley Matheson,2010-05-16T00:00:00+12:00,1,NZS01112,SH,,,111,,TH,5 Te Akau Street,Ohope,Whakatane,New Zealand,3121,8006,hmatheson@mailinator.com,+64 7-601 7618,2020-05-27T13:05:30+12:00,2020-05-27T13:05:30+12:00
upsert,ST6000023,9006000023,2015-08-12T00:00:00+12:00,EKE,Vallely,Thomas,,,Thomas Vallely,2010-08-12T00:00:00+12:00,2,NZS01112,SH,,,121,,TH,29 Cutler Crescent,Whakatane,Whakatane,New Zealand,3120,8006,tvallely@mailinator.com,+64 7-888 7061,2020-05-27T13:05:45+12:00,2020-05-27T13:05:45+12:00
upsert,ST6000036,9006000036,2016-08-24T00:00:00+12:00,ECO,Thomson,Henry,,,Henry Thomson,2011-08-24T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0504,TH,3 Liverpool Street,Kawerau,Kawerau,New Zealand,3127,8006,hthomson@mailinator.com,+64 7-853 5122,2020-05-27T13:06:00+12:00,2020-05-27T13:06:00+12:00
upsert,ST6000049,9006000049,2016-11-04T00:00:00+12:00,ECO,Sullivan,Poppy,,,Poppy Sullivan,2011-11-04T00:00:00+12:00,1,NZS01112,SH,,,111,,TH,90 Fox Street,Kawerau,Kawerau,New Zealand,3127,8006,psullivan@mailinator.com,+64 7-979 3217,2020-05-27T13:06:15+12:00,2020-05-27T13:06:15+12:00
upsert,ST6000051,9006000051,2017-01-07T00:00:00+12:00,EUN,Litchfield,Samuel,,,Samuel Litchfield,2012-01-07T00:00:00+12:00,1,NZS01112,SH,,,955,,TH,3 Kupe Street,Whakatane,Whakatane,New Zealand,3120,8006,slitchfield@mailinator.com,+64 7-928 8227,2020-05-27T13:06:30+12:00,2020-05-27T13:06:30+12:00
upsert,ST6000064,9006000064,2017-03-09T00:00:00+12:00,EKE,Seal,Joshua,,,Joshua Seal,2012-03-09T00:00:00+12:00,1,NZS01112,SH,,,351,,TH,26 Owen Road,Kawerau,Kawerau,New Zealand,3127,8006,jseal@mailinator.com,+64 7-305 9832,2020-05-27T13:06:45+12:00,2020-05-27T13:06:45+12:00
upsert,ST6000077,9006000077,2017-03-12T00:00:00+12:00,EUN,Wilson,David,,,David Wilson,2012-03-12T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0509,TH,60 Kowhai Avenue,Edgecumbe,Whakatane,New Zealand,3120,8006,dwilson@mailinator.com,+64 7-610 8642,2020-05-27T13:07:00+12:00,2020-05-27T13:07:00+12:00
upsert,ST6100085,9006100085,2017-03-15T00:00:00+12:00,ENA,Harrison,Brianna,Lottie,,Brianna 'Lottie' Harrison,2012-03-15T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0504,TH,48 Union Street,Opotiki,Opotiki,New Zealand,3122,8006,bharrison@mailinator.com,+64 7-243 4203,2020-05-27T13:07:15+12:00,2020-05-27T13:07:15+12:00
upsert,ST6000092,9006000092,2017-12-06T00:00:00+12:00,EKE,Petrie,Maia,,,Maia Petrie,2012-12-06T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0406,TH,53 Ocean View Road,Coastlands,Whakatane,New Zealand,3120,8006,mpetrie@mailinator.com,+64 7-860 5850,2020-05-27T13:07:30+12:00,2020-05-27T13:07:30+12:00
upsert,ST6000102,9006000102,2018-02-24T00:00:00+12:00,EPG,Macleod,Alexandra,,,Alexandra Macleod,2013-02-24T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0410,TH,64 Bill Schmelz Place,Kawerau,Kawerau,New Zealand,3127,8006,amacleod@mailinator.com,+64 7-203 7326,2020-05-27T13:07:45+12:00,2020-05-27T13:07:45+12:00
upsert,ST6000115,9006000115,2018-03-08T00:00:00+12:00,ENA,Jeffrey,Angel,,,Angel Jeffrey,2013-03-08T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0406,TH,24 Browne Street,Kawerau,Kawerau,New Zealand,3127,8006,ajeffrey@mailinator.com,+64 7-321 5918,2020-05-27T13:08:00+12:00,2020-05-27T13:08:00+12:00
upsert,ST6000128,9006000128,2018-04-15T00:00:00+12:00,EPG,Stanley,Anahera,,,Anahera Stanley,2013-04-15T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0414,TH,89 Francis Street,Whakatane,Whakatane,New Zealand,3120,8006,astanley@mailinator.com,+64 7-533  661,2020-05-27T13:08:15+12:00,2020-05-27T13:08:15+12:00
upsert,ST6000130,9006000130,2018-05-04T00:00:00+12:00,EUN,Page,Blake,,,Blake Page,2013-05-04T00:00:00+12:00,2,NZS16110,SH,AD,SP,211,NZS0504,TH,57 Jervois Street,Kawerau,Kawerau,New Zealand,3127,8006,bpage@mailinator.com,+64 7-408 5537,2020-05-27T13:08:30+12:00,2020-05-27T13:08:30+12:00
upsert,ST6000143,9006000143,2018-05-16T00:00:00+12:00,ENA,Paterson,Max,,,Max Paterson,2013-05-16T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0407,TH,66 Brabant Street,Whakatane,Whakatane,New Zealand,3120,8006,mpaterson@mailinator.com,+64 7-727  487,2020-05-27T13:08:44+12:00,2020-05-27T13:08:44+12:00
upsert,ST6000156,9006000156,2018-12-05T00:00:00+12:00,EKE,Skinner,Charlotte,,,Charlotte Skinner,2013-12-05T00:00:00+12:00,2,NZS01112,SH,,,121,,TH,49 Kirk Crescent,Kawerau,Kawerau,New Zealand,3127,8006,cskinner@mailinator.com,+64 7-124 6529,2020-05-27T13:09:00+12:00,2020-05-27T13:09:00+12:00
upsert,ST6000169,9006000169,2019-04-18T00:00:00+12:00,ENA,Waddell,Christian,,,Christian Waddell,2014-04-18T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0407,TH,22 Syme Crescent,Kawerau,Kawerau,New Zealand,3127,8006,cwaddell@mailinator.com,+64 7-809  209,2020-05-27T13:09:15+12:00,2020-05-27T13:09:15+12:00
upsert,ST6000171,9006000171,2019-08-09T00:00:00+12:00,EUN,Todd,Noah,,,Noah Todd,2014-08-09T00:00:00+12:00,2,NZS02110,SH,,,611,,TH,99 Goodwin Parade,Ohope,Whakatane,New Zealand,3121,8006,ntodd@mailinator.com,+64 7-124 3318,2020-05-27T13:09:30+12:00,2020-05-27T13:09:30+12:00
upsert,ST6000184,9006000184,2019-08-13T00:00:00+12:00,EOS,Jones,Sarah,,,Sarah Jones,2014-08-13T00:00:00+12:00,2,NZS01112,SH,,,966,,TH,81 Dave Weston Place,Kawerau,Kawerau,New Zealand,3127,8006,sjones@mailinator.com,+64 7-872 1660,2020-05-27T13:09:45+12:00,2020-05-27T13:09:45+12:00
upsert,ST6000197,9006000197,2019-11-08T00:00:00+12:00,EUN,Voyce,Isabelle,,,Isabelle Voyce,2014-11-08T00:00:00+12:00,2,NZS01112,SH,,,411,,TH,29 Cobham Street,Taneatua,Whakatane,New Zealand,3123,8006,ivoyce@mailinator.com,+64 7-550 4590,2020-05-27T13:10:00+12:00,2020-05-27T13:10:00+12:00
upsert,ST6000207,9006000207,2020-01-20T00:00:00+12:00,EUN,Wallace,Jorja,,,Jorja Wallace,2015-01-20T00:00:00+12:00,1,NZS01112,SH,,,511,,TH,50 Merritt Street,Whakatane,Whakatane,New Zealand,3120,8006,jwallace@mailinator.com,+64 7-880 4979,2020-05-27T13:10:15+12:00,2020-05-27T13:10:15+12:00
upsert,ST6100215,9006100215,2020-04-04T00:00:00+12:00,EUN,Ritchie,Angel,,,Angel Ritchie,2015-04-04T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0415,TH,94 Eruini Street,Ohope,Whakatane,New Zealand,3121,8006,aritchie@mailinator.com,+64 7-516  523,2020-05-27T13:10:30+12:00,2020-05-27T13:10:30+12:00
upsert,ST6000222,9006000222,2020-06-30T00:00:00+12:00,EPC,Goymour,Ella,,,Ella Goymour,2015-06-30T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0406,TH,65 Owen Road,Kawerau,Kawerau,New Zealand,3127,8006,egoymour@mailinator.com,+64 7-485 8217,2020-05-27T13:10:45+12:00,2020-05-27T13:10:45+12:00
upsert,ST6000235,9006000235,2020-08-10T00:00:00+12:00,ENA,Merritt,Luka,,,Luka Merritt,2015-08-10T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0503,TH,16 Simpkins Street,Whakatane,Whakatane,New Zealand,3120,8006,lmerritt@mailinator.com,+64 7-394 7754,2020-05-27T13:11:00+12:00,2020-05-27T13:11:00+12:00
upsert,ST6000248,9006000248,2020-10-09T00:00:00+12:00,ENA,Pole,Luke,,,Luke Pole,2015-10-09T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0504,TH,14 Merito Place,Ohope,Whakatane,New Zealand,3121,8006,lpole@mailinator.com,+64 7-292 3854,2020-05-27T13:11:14+12:00,2020-05-27T13:11:14+12:00
upsert,ST6000250,9006000250,2015-05-21T00:00:00+12:00,EPG,Taylor,Sebastian,,,Sebastian Taylor,2010-05-21T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0504,TH,94 Tirotiro Rise,Whakatane,Whakatane,New Zealand,3120,8006,staylor@mailinator.com,+64 7-676 4993,2020-05-27T13:11:30+12:00,2020-05-27T13:11:30+12:00
upsert,ST6000263,9006000263,2015-06-02T00:00:00+12:00,EPG,Kitson,Caleb,,,Caleb Kitson,2010-06-02T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0504,TH,65 Thompson Crescent,Poroporo,Whakatane,New Zealand,3120,8006,ckitson@mailinator.com,+64 7-710 3693,2020-05-27T13:11:45+12:00,2020-05-27T13:11:45+12:00
upsert,ST6000276,9006000276,2015-08-05T00:00:00+12:00,EUN,Gemming,Matthew,,,Matthew Gemming,2010-08-05T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0407,TH,25 Landward Close,Ohope,Whakatane,New Zealand,3121,8006,mgemming@mailinator.com,+64 7-874 8740,2020-05-27T13:12:00+12:00,2020-05-27T13:12:00+12:00
upsert,ST6000289,9006000289,2015-10-06T00:00:00+12:00,ENA,O'Connor,Caleb,,,Caleb O'Connor,2010-10-06T00:00:00+12:00,2,NZS01112,SH,,,211,NZS0405,TH,56 Tuhoe Street,Taneatua,Whakatane,New Zealand,3123,8006,co'connor@mailinator.com,+64 7-146 4251,2020-05-27T13:12:15+12:00,2020-05-27T13:12:15+12:00
upsert,ST6000291,9006000291,2016-01-09T00:00:00+12:00,EKE,Norrie,Angel,,,Angel Norrie,2011-01-09T00:00:00+12:00,1,NZS01110,SH,,,211,NZS0509,TH,35 Armstrong Avenue,Whakatane,Whakatane,New Zealand,3120,8006,anorrie@mailinator.com,+64 7-227 4640,2020-05-27T13:12:30+12:00,2020-05-27T13:12:30+12:00
upsert,ST6000301,9006000301,2016-05-21T00:00:00+12:00,EKE,Jones,Grace,,,Grace Jones,2011-05-21T00:00:00+12:00,1,NZS01112,SH,,,111,,TH,36 Kohi Point Lookout Road,Ohope,Whakatane,New Zealand,3121,8006,gjones@mailinator.com,+64 7-944 7789,2020-05-27T13:12:44+12:00,2020-05-27T13:12:44+12:00
upsert,ST6000314,9006000314,2016-09-23T00:00:00+12:00,ENA,Rendel,Logan,,,Logan Rendel,2011-09-23T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0405,TH,77 Bledisloe Street,Kawerau,Kawerau,New Zealand,3127,8006,lrendel@mailinator.com,+64 7-282 1836,2020-05-27T13:13:00+12:00,2020-05-27T13:13:00+12:00
upsert,ST6000327,9006000327,2016-10-25T00:00:00+12:00,EPG,Johnston,Sam,,,Sam Johnston,2011-10-25T00:00:00+12:00,1,NZS01112,SH,,,111,,TH,4 Domett Street,Kawerau,Kawerau,New Zealand,3127,8006,sjohnston@mailinator.com,+64 7-266 6051,2020-05-27T13:13:15+12:00,2020-05-27T13:13:15+12:00
upsert,ST6100335,9006100335,2016-11-29T00:00:00+12:00,EPC,Jackson,Benjamin,,,Benjamin Jackson,2011-11-29T00:00:00+12:00,2,NZS02110,SH,,,211,NZS0504,TH,68 Morrison Road,Taneatua,Whakatane,New Zealand,3123,8006,bjackson@mailinator.com,+64 7-120 8379,2020-05-27T13:13:30+12:00,2020-05-27T13:13:30+12:00
upsert,ST6000342,9006000342,2017-01-14T00:00:00+12:00,EUN,White,Dylan,,,Dylan White,2012-01-14T00:00:00+12:00,2,NZS02110,SH,,,211,NZS0507,TH,92 Tamarangi Drive,Kawerau,Kawerau;Whakatane,New Zealand,3127,8006,dwhite@mailinator.com,+64 7-555 4406,2020-05-27T13:13:45+12:00,2020-05-27T13:13:45+12:00
upsert,ST6000355,9006000355,2017-03-17T00:00:00+12:00,EUN,Nott,Jessica,,,Jessica Nott,2012-03-17T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0510,TH,10 The Strand,Whakatane,Whakatane,New Zealand,3120,8006,jnott@mailinator.com,+64 7-835 3854,2020-05-27T13:14:00+12:00,2020-05-27T13:14:00+12:00
upsert,ST6000368,9006000368,2017-07-29T00:00:00+12:00,EUN,Workman,Cody,,,Cody Workman,2012-07-29T00:00:00+12:00,1,NZS16110,SH,IN,RE,111,,TH,45 Robinson Street,Kawerau,Kawerau,New Zealand,3127,8006,cworkman@mailinator.com,+64 7-776 2256,2020-05-27T13:14:15+12:00,2020-05-27T13:14:15+12:00
upsert,ST6000370,9006000370,2017-11-04T00:00:00+12:00,ECO,Rathgen,Max,,,Max Rathgen,2012-11-04T00:00:00+12:00,2,NZS01112,SH,,,37122,,TH,31 Beach Street,Whakatane,Whakatane,New Zealand,3120,8006,mrathgen@mailinator.com,+64 7-468 4174,2020-05-27T13:14:30+12:00,2020-05-27T13:14:30+12:00
upsert,ST6000383,9006000383,2018-08-05T00:00:00+12:00,EUN,Nash,Noah,,,Noah Nash,2013-08-05T00:00:00+12:00,1,NZS01110,SH,,,211,NZS0507,TH,68 Ballance Street,Kawerau,Kawerau,New Zealand,3127,8006,nnash@mailinator.com,+64 7-508 8825,2020-05-27T13:14:45+12:00,2020-05-27T13:14:45+12:00
upsert,ST6000396,9006000396,2018-09-23T00:00:00+12:00,EUN,Howard,Zara,,,Zara Howard,2013-09-23T00:00:00+12:00,1,NZS01112,SH,,,211,NZS0503,TH,4 Ohope Road,Maraetotara,Whakatane,New Zealand,3120,8006,zhoward@mailinator.com,+64 7-315 6246,2020-05-27T13:15:00+12:00,2020-05-27T13:15:00+12:00
upsert,ST6000406,9006000406,2018-12-10T00:00:00+12:00,EKE,Stone,Oliver,,,Oliver Stone,2013-12-10T00:00:00+12:00,1,NZS01112,SH,,,521,,TH,88 Beach Street,Whakatane,Whakatane,New Zealand,3120,8006,ostone@mailinator.com,+64 7-404 5063,2020-05-27T13:15:14+12:00,2020-05-27T13:15:14+12:00
